date,platform_en,channel_en,campaign_name,ad_group,creative_type_en,target_audience_en,plan_tier,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-02-17,Ocean Engine,Feed Ads,Campaign_004,AdGroup_055,Short Video,Tier-1 White Collar,Stable,29930,2165,298,9820.19,27717.82,0.0723,0.1376,4.5359,32.9537,2.8225
2025-02-18,Ocean Engine,Feed Ads,Campaign_004,AdGroup_008,Short Video,Tier-1 White Collar,Stable,20983,1425,186,7493.78,18782.56,0.0679,0.1305,5.2588,40.2891,2.5064
2025-02-19,Ocean Engine,Feed Ads,Campaign_004,AdGroup_084,Short Video,Tier-1 White Collar,Stable,35822,2475,315,11155.35,29399.62,0.0691,0.1273,4.5072,35.4138,2.6355
2025-02-20,Ocean Engine,Feed Ads,Campaign_004,AdGroup_042,Short Video,Tier-1 White Collar,Stable,37350,2422,279,10353.33,25615.17,0.0648,0.1152,4.2747,37.1087,2.4741
2025-02-21,Ocean Engine,Feed Ads,Campaign_004,AdGroup_048,Short Video,Tier-1 White Collar,Stable,28169,1960,228,10011.29,20318.79,0.0696,0.1163,5.1078,43.9092,2.0296
2025-02-22,Ocean Engine,Feed Ads,Campaign_004,AdGroup_027,Short Video,Tier-1 White Collar,Stable,26784,1541,207,7637.12,18262.52,0.0575,0.1343,4.956,36.8943,2.3913
2025-02-23,Ocean Engine,Feed Ads,Campaign_004,AdGroup_020,Short Video,Tier-1 White Collar,Stable,22377,1609,217,7722.97,20329.13,0.0719,0.1349,4.7999,35.5897,2.6323
2025-02-24,Ocean Engine,Feed Ads,Campaign_004,AdGroup_084,Short Video,Tier-1 White Collar,Stable,27418,1970,272,9136.12,26732.95,0.0719,0.1381,4.6376,33.5887,2.9261
2025-02-25,Ocean Engine,Feed Ads,Campaign_004,AdGroup_020,Short Video,Tier-1 White Collar,Stable,26760,1766,232,9092.54,23201.64,0.066,0.1314,5.1487,39.192,2.5517
2025-02-26,Ocean Engine,Feed Ads,Campaign_004,AdGroup_041,Short Video,Tier-1 White Collar,Stable,25865,1565,182,6733.94,16212.09,0.0605,0.1163,4.3028,36.9997,2.4075
2025-02-27,Ocean Engine,Feed Ads,Campaign_004,AdGroup_026,Short Video,Tier-1 White Collar,Stable,20304,1459,201,6887.22,19127.97,0.0719,0.1378,4.7205,34.2648,2.7773
2025-02-28,Ocean Engine,Feed Ads,Campaign_004,AdGroup_023,Short Video,Tier-1 White Collar,Stable,24627,1570,237,8081.08,21915.58,0.0638,0.151,5.1472,34.0974,2.712
2025-03-01,Ocean Engine,Feed Ads,Campaign_004,AdGroup_019,Short Video,Tier-1 White Collar,Stable,29067,1874,253,8393.05,24118.49,0.0645,0.135,4.4787,33.1741,2.8736
2025-03-02,Ocean Engine,Feed Ads,Campaign_004,AdGroup_024,Short Video,Tier-1 White Collar,Stable,24997,1674,216,7655.38,21527.68,0.067,0.129,4.5731,35.4416,2.8121
2025-03-03,Ocean Engine,Feed Ads,Campaign_004,AdGroup_004,Short Video,Tier-1 White Collar,Stable,26335,1842,215,9252.38,21086.73,0.0699,0.1167,5.023,43.0343,2.2791
2025-03-04,Ocean Engine,Feed Ads,Campaign_004,AdGroup_057,Short Video,Tier-1 White Collar,Stable,16521,1052,122,6034.68,8731.12,0.0637,0.116,5.7364,49.4646,1.4468
2025-03-05,Ocean Engine,Feed Ads,Campaign_004,AdGroup_051,Short Video,Tier-1 White Collar,Stable,27917,2016,250,9238.21,22753.14,0.0722,0.124,4.5824,36.9528,2.4629
2025-03-06,Ocean Engine,Feed Ads,Campaign_004,AdGroup_025,Short Video,Tier-1 White Collar,Stable,33990,2279,300,11524.23,28682.44,0.067,0.1316,5.0567,38.4141,2.4889
2025-03-07,Ocean Engine,Feed Ads,Campaign_004,AdGroup_039,Short Video,Tier-1 White Collar,Stable,20542,1253,157,5508.16,14366.91,0.061,0.1253,4.396,35.0838,2.6083
2025-03-08,Ocean Engine,Feed Ads,Campaign_004,AdGroup_032,Short Video,Tier-1 White Collar,Stable,33202,2175,262,10140.28,24280.63,0.0655,0.1205,4.6622,38.7034,2.3945
2025-03-09,Ocean Engine,Feed Ads,Campaign_004,AdGroup_017,Short Video,Tier-1 White Collar,Stable,23069,1376,201,6706.54,20252.46,0.0596,0.1461,4.8739,33.3659,3.0198
2025-03-10,Ocean Engine,Feed Ads,Campaign_004,AdGroup_036,Short Video,Tier-1 White Collar,Stable,17326,1181,171,5163.53,16102.78,0.0682,0.1448,4.3722,30.1961,3.1186
2025-03-11,Ocean Engine,Feed Ads,Campaign_004,AdGroup_070,Short Video,Tier-1 White Collar,Stable,31423,2269,301,10054.13,26834.81,0.0722,0.1327,4.4311,33.4024,2.669
2025-03-12,Ocean Engine,Feed Ads,Campaign_004,AdGroup_013,Short Video,Tier-1 White Collar,Stable,27298,1867,279,8496.78,27502.81,0.0684,0.1494,4.551,30.4544,3.2369
2025-03-13,Ocean Engine,Feed Ads,Campaign_004,AdGroup_047,Short Video,Tier-1 White Collar,Stable,29188,1763,250,7808.88,22057.58,0.0604,0.1418,4.4293,31.2355,2.8247
2025-03-14,Ocean Engine,Feed Ads,Campaign_004,AdGroup_083,Short Video,Tier-1 White Collar,Stable,38778,2401,322,11509.31,29709.26,0.0619,0.1341,4.7935,35.7432,2.5813
2025-03-15,Ocean Engine,Feed Ads,Campaign_004,AdGroup_004,Short Video,Tier-1 White Collar,Stable,16288,1128,135,5749.22,12919.85,0.0693,0.1197,5.0968,42.5868,2.2472
2025-03-16,Ocean Engine,Feed Ads,Campaign_004,AdGroup_080,Short Video,Tier-1 White Collar,Stable,28212,1920,262,9271.8,24340.21,0.0681,0.1365,4.8291,35.3885,2.6252
2025-03-17,Ocean Engine,Feed Ads,Campaign_004,AdGroup_043,Short Video,Tier-1 White Collar,Stable,53525,3774,460,19245.07,43586.09,0.0705,0.1219,5.0994,41.8371,2.2648
2025-03-18,Ocean Engine,Feed Ads,Campaign_004,AdGroup_067,Short Video,Tier-1 White Collar,Stable,19492,1377,195,7017.08,17590.68,0.0706,0.1416,5.0959,35.985,2.5068
2025-03-19,Ocean Engine,Feed Ads,Campaign_004,AdGroup_097,Short Video,Tier-1 White Collar,Stable,20011,1407,217,6922.5,19565.62,0.0703,0.1542,4.92,31.9009,2.8264
2025-03-20,Ocean Engine,Feed Ads,Campaign_004,AdGroup_078,Short Video,Tier-1 White Collar,Stable,16531,1022,131,5021.14,11981.94,0.0618,0.1282,4.9131,38.3293,2.3863
2025-03-21,Ocean Engine,Feed Ads,Campaign_004,AdGroup_086,Short Video,Tier-1 White Collar,Stable,28545,1898,236,8799.7,20698.34,0.0665,0.1243,4.6363,37.2869,2.3522
2025-03-22,Ocean Engine,Feed Ads,Campaign_004,AdGroup_014,Short Video,Tier-1 White Collar,Stable,24983,1571,240,7751.89,23169.11,0.0629,0.1528,4.9344,32.2995,2.9888
2025-03-23,Ocean Engine,Feed Ads,Campaign_004,AdGroup_063,Short Video,Tier-1 White Collar,Stable,26721,1850,271,9050.21,27460.95,0.0692,0.1465,4.892,33.3956,3.0343
2025-03-24,Ocean Engine,Feed Ads,Campaign_004,AdGroup_062,Short Video,Tier-1 White Collar,Stable,28086,1632,221,7266.14,22328.95,0.0581,0.1354,4.4523,32.8785,3.073
2025-03-25,Ocean Engine,Feed Ads,Campaign_004,AdGroup_071,Short Video,Tier-1 White Collar,Stable,25461,1673,205,8151.32,18350.92,0.0657,0.1225,4.8723,39.7625,2.2513
2025-03-26,Ocean Engine,Feed Ads,Campaign_004,AdGroup_043,Short Video,Tier-1 White Collar,Stable,20951,1353,170,6176.44,16373.82,0.0646,0.1256,4.565,36.332,2.651
2025-03-27,Ocean Engine,Feed Ads,Campaign_004,AdGroup_020,Short Video,Tier-1 White Collar,Stable,21837,1448,176,7573.4,15394.81,0.0663,0.1215,5.2302,43.0307,2.0327
2025-03-28,Ocean Engine,Feed Ads,Campaign_004,AdGroup_010,Short Video,Tier-1 White Collar,Stable,39161,2630,330,11259.12,33313.78,0.0672,0.1255,4.281,34.1185,2.9588
2025-03-29,Ocean Engine,Feed Ads,Campaign_004,AdGroup_002,Short Video,Tier-1 White Collar,Stable,38915,2494,354,12155.03,33398.91,0.0641,0.1419,4.8737,34.3362,2.7477
2025-03-30,Ocean Engine,Feed Ads,Campaign_004,AdGroup_036,Short Video,Tier-1 White Collar,Stable,26378,1746,250,11688.04,15351.38,0.0662,0.1432,6.6942,46.7522,1.3134
2025-03-31,Ocean Engine,Feed Ads,Campaign_004,AdGroup_006,Short Video,Tier-1 White Collar,Stable,27619,1980,245,9943.44,23452.06,0.0717,0.1237,5.0219,40.5855,2.3585
2025-01-01,Tencent Ads,Feed Ads,Campaign_005,AdGroup_093,Image & Text,Students,High Performer,35657,2337,243,9890.5,21660.77,0.0655,0.104,4.2321,40.7016,2.1901
2025-01-02,Tencent Ads,Feed Ads,Campaign_005,AdGroup_041,Image & Text,Students,High Performer,34338,2503,238,10765.96,20512.31,0.0729,0.0951,4.3012,45.2351,1.9053
2025-01-03,Tencent Ads,Feed Ads,Campaign_005,AdGroup_069,Image & Text,Students,High Performer,43891,2876,254,15247.94,15527.54,0.0655,0.0883,5.3018,60.0313,1.0183
2025-01-04,Tencent Ads,Feed Ads,Campaign_005,AdGroup_033,Image & Text,Students,High Performer,30371,1983,216,7453.93,19225.22,0.0653,0.1089,3.7589,34.5089,2.5792
2025-01-05,Tencent Ads,Feed Ads,Campaign_005,AdGroup_077,Image & Text,Students,High Performer,33508,2698,288,11168.61,27286.74,0.0805,0.1067,4.1396,38.7799,2.4432
2025-01-06,Tencent Ads,Feed Ads,Campaign_005,AdGroup_008,Image & Text,Students,High Performer,38080,2957,278,11512.02,24056.67,0.0777,0.094,3.8931,41.4101,2.0897
2025-01-07,Tencent Ads,Feed Ads,Campaign_005,AdGroup_054,Image & Text,Students,High Performer,34246,2740,272,10724.47,23598.22,0.08,0.0993,3.914,39.4282,2.2004
2025-01-08,Tencent Ads,Feed Ads,Campaign_005,AdGroup_060,Image & Text,Students,High Performer,30721,2425,202,10002.17,17940.03,0.0789,0.0833,4.1246,49.5157,1.7936
2025-01-09,Tencent Ads,Feed Ads,Campaign_005,AdGroup_011,Image & Text,Students,High Performer,35848,2627,227,10827.82,20186.67,0.0733,0.0864,4.1217,47.6996,1.8643
2025-01-10,Tencent Ads,Feed Ads,Campaign_005,AdGroup_088,Image & Text,Students,High Performer,49296,3667,324,14513.71,28757.78,0.0744,0.0884,3.9579,44.7954,1.9814
2025-01-11,Tencent Ads,Feed Ads,Campaign_005,AdGroup_074,Image & Text,Students,High Performer,34244,2581,232,9275.42,19765.42,0.0754,0.0899,3.5937,39.9803,2.1309
2025-01-12,Tencent Ads,Feed Ads,Campaign_005,AdGroup_068,Image & Text,Students,High Performer,55573,4467,465,18172.3,44080.2,0.0804,0.1041,4.0681,39.0802,2.4257
2025-01-13,Tencent Ads,Feed Ads,Campaign_005,AdGroup_052,Image & Text,Students,High Performer,27879,1904,185,7447.86,16285.01,0.0683,0.0972,3.9117,40.2587,2.1865
2025-01-14,Tencent Ads,Feed Ads,Campaign_005,AdGroup_049,Image & Text,Students,High Performer,27128,2147,228,7818.43,21557.11,0.0791,0.1062,3.6416,34.2914,2.7572
2025-01-15,Tencent Ads,Feed Ads,Campaign_005,AdGroup_022,Image & Text,Students,High Performer,42809,3391,289,12855.06,26258.34,0.0792,0.0852,3.7909,44.4812,2.0426
2025-01-16,Tencent Ads,Feed Ads,Campaign_005,AdGroup_030,Image & Text,Students,High Performer,35949,2625,277,11042.39,24335.17,0.073,0.1055,4.2066,39.8642,2.2038
2025-01-17,Tencent Ads,Feed Ads,Campaign_005,AdGroup_023,Image & Text,Students,High Performer,59978,4003,408,14452.59,37897.35,0.0667,0.1019,3.6104,35.423,2.6222
2025-01-18,Tencent Ads,Feed Ads,Campaign_005,AdGroup_094,Image & Text,Students,High Performer,29197,2085,217,8733.08,19649.28,0.0714,0.1041,4.1885,40.2446,2.25
2025-01-19,Tencent Ads,Feed Ads,Campaign_005,AdGroup_078,Image & Text,Students,High Performer,36109,2532,216,9233.92,19519.3,0.0701,0.0853,3.6469,42.7496,2.1139
2025-01-20,Tencent Ads,Feed Ads,Campaign_005,AdGroup_024,Image & Text,Students,High Performer,39888,2666,238,9824.58,20877.68,0.0668,0.0893,3.6851,41.2797,2.125
2025-01-21,Tencent Ads,Feed Ads,Campaign_005,AdGroup_065,Image & Text,Students,High Performer,46302,3296,313,12907.85,29084.4,0.0712,0.095,3.9162,41.2391,2.2532
2025-01-22,Tencent Ads,Feed Ads,Campaign_005,AdGroup_064,Image & Text,Students,High Performer,60458,4081,375,22983.37,26469.48,0.0675,0.0919,5.6318,61.289,1.1517
2025-01-23,Tencent Ads,Feed Ads,Campaign_005,AdGroup_058,Image & Text,Students,High Performer,34966,2834,276,10076.31,25918.32,0.0811,0.0974,3.5555,36.5084,2.5722
2025-01-24,Tencent Ads,Feed Ads,Campaign_005,AdGroup_003,Image & Text,Students,High Performer,42989,3129,296,10870.78,27915.74,0.0728,0.0946,3.4742,36.7256,2.568
2025-01-25,Tencent Ads,Feed Ads,Campaign_005,AdGroup_065,Image & Text,Students,High Performer,64325,4886,439,16941.31,40963.44,0.076,0.0898,3.4673,38.5907,2.418
2025-01-26,Tencent Ads,Feed Ads,Campaign_005,AdGroup_071,Image & Text,Students,High Performer,49226,3547,383,12878.75,32447.38,0.0721,0.108,3.6309,33.626,2.5195
2025-01-27,Tencent Ads,Feed Ads,Campaign_005,AdGroup_018,Image & Text,Students,High Performer,25791,2033,220,7833.45,18474.27,0.0788,0.1082,3.8531,35.6066,2.3584
2025-01-28,Tencent Ads,Feed Ads,Campaign_005,AdGroup_057,Image & Text,Students,High Performer,34093,2716,240,9548.12,22927.03,0.0797,0.0884,3.5155,39.7838,2.4012
2025-01-29,Tencent Ads,Feed Ads,Campaign_005,AdGroup_020,Image & Text,Students,High Performer,42341,3110,345,11941.66,31147.53,0.0735,0.1109,3.8398,34.6135,2.6083
2025-01-30,Tencent Ads,Feed Ads,Campaign_005,AdGroup_064,Image & Text,Students,High Performer,40276,3276,323,12220.87,27795.95,0.0813,0.0986,3.7304,37.8355,2.2745
2025-01-31,Tencent Ads,Feed Ads,Campaign_005,AdGroup_030,Image & Text,Students,High Performer,52792,3720,347,13009.58,30510.69,0.0705,0.0933,3.4972,37.4916,2.3452
2025-02-01,Tencent Ads,Feed Ads,Campaign_005,AdGroup_061,Image & Text,Students,High Performer,47446,3214,327,12432.06,27127.72,0.0677,0.1017,3.8681,38.0185,2.1821
2025-02-02,Tencent Ads,Feed Ads,Campaign_005,AdGroup_099,Image & Text,Students,High Performer,25576,1880,183,7059.36,16954.62,0.0735,0.0973,3.755,38.5757,2.4017
2025-02-03,Tencent Ads,Feed Ads,Campaign_005,AdGroup_092,Image & Text,Students,High Performer,56529,4276,430,17473.69,36692.56,0.0756,0.1006,4.0865,40.6365,2.0999
2025-02-04,Tencent Ads,Feed Ads,Campaign_005,AdGroup_086,Image & Text,Students,High Performer,27249,1865,186,7133.85,17492.17,0.0684,0.0997,3.8251,38.354,2.452
2025-02-05,Tencent Ads,Feed Ads,Campaign_005,AdGroup_059,Image & Text,Students,High Performer,32847,2534,231,9653.88,21519.28,0.0771,0.0912,3.8097,41.7917,2.2291
2025-02-06,Tencent Ads,Feed Ads,Campaign_005,AdGroup_090,Image & Text,Students,High Performer,39537,3122,336,12710.65,31460.48,0.079,0.1076,4.0713,37.8293,2.4751
2025-02-07,Tencent Ads,Feed Ads,Campaign_005,AdGroup_062,Image & Text,Students,High Performer,26382,2007,188,8336.56,17369.18,0.0761,0.0937,4.1537,44.3434,2.0835
2025-02-08,Tencent Ads,Feed Ads,Campaign_005,AdGroup_013,Image & Text,Students,High Performer,29483,2368,239,8840.35,20737.47,0.0803,0.1009,3.7333,36.9889,2.3458
2025-02-09,Tencent Ads,Feed Ads,Campaign_005,AdGroup_096,Image & Text,Students,High Performer,48393,3647,388,12809.23,36502.95,0.0754,0.1064,3.5123,33.0135,2.8497
2025-02-10,Tencent Ads,Feed Ads,Campaign_005,AdGroup_063,Image & Text,Students,High Performer,30133,1973,203,7438.84,18090.31,0.0655,0.1029,3.7703,36.6445,2.4319
2025-02-11,Tencent Ads,Feed Ads,Campaign_005,AdGroup_046,Image & Text,Students,High Performer,41485,2844,269,11973.47,25491.78,0.0686,0.0946,4.2101,44.511,2.129
2025-02-12,Tencent Ads,Feed Ads,Campaign_005,AdGroup_018,Image & Text,Students,High Performer,26337,2096,227,7826.28,21762.4,0.0796,0.1083,3.7339,34.477,2.7807
2025-02-13,Tencent Ads,Feed Ads,Campaign_005,AdGroup_020,Image & Text,Students,High Performer,47990,3776,339,14901.92,28425.91,0.0787,0.0898,3.9465,43.9585,1.9075
2025-02-14,Tencent Ads,Feed Ads,Campaign_005,AdGroup_035,Image & Text,Students,High Performer,41698,2670,256,10524.61,22339.89,0.064,0.0959,3.9418,41.1118,2.1226
2025-02-15,Tencent Ads,Feed Ads,Campaign_005,AdGroup_048,Image & Text,Students,High Performer,50263,3234,300,13329.04,27313.19,0.0643,0.0928,4.1215,44.4301,2.0491
2025-02-16,Tencent Ads,Feed Ads,Campaign_005,AdGroup_010,Image & Text,Students,High Performer,29930,1983,193,6867.92,18607.03,0.0663,0.0973,3.4634,35.5851,2.7093
2025-02-17,Tencent Ads,Feed Ads,Campaign_005,AdGroup_061,Image & Text,Students,High Performer,47379,3352,283,13403.25,26445.96,0.0707,0.0844,3.9986,47.3613,1.9731
2025-02-18,Tencent Ads,Feed Ads,Campaign_005,AdGroup_059,Image & Text,Students,High Performer,25567,1901,208,8068.74,18264.72,0.0744,0.1094,4.2445,38.792,2.2636
2025-02-19,Tencent Ads,Feed Ads,Campaign_005,AdGroup_038,Image & Text,Students,High Performer,31235,2253,215,8734.17,20488.26,0.0721,0.0954,3.8767,40.624,2.3458
2025-02-20,Tencent Ads,Feed Ads,Campaign_005,AdGroup_021,Image & Text,Students,High Performer,30930,2223,227,8962.55,20035.28,0.0719,0.1021,4.0317,39.4826,2.2354
2025-02-21,Tencent Ads,Feed Ads,Campaign_005,AdGroup_022,Image & Text,Students,High Performer,36993,2773,233,11101.99,22583.76,0.075,0.084,4.0036,47.648,2.0342
2025-02-22,Tencent Ads,Feed Ads,Campaign_005,AdGroup_093,Image & Text,Students,High Performer,42855,3188,279,12927.59,24954.83,0.0744,0.0875,4.0551,46.3354,1.9304
2025-02-23,Tencent Ads,Feed Ads,Campaign_005,AdGroup_079,Image & Text,Students,High Performer,30003,2415,203,9752.7,16898.26,0.0805,0.0841,4.0384,48.0429,1.7327
2025-02-24,Tencent Ads,Feed Ads,Campaign_005,AdGroup_037,Image & Text,Students,High Performer,39787,3211,315,12432.69,27932.87,0.0807,0.0981,3.8719,39.4689,2.2467
2025-02-25,Tencent Ads,Feed Ads,Campaign_005,AdGroup_043,Image & Text,Students,High Performer,40272,3161,320,11143.48,29938.43,0.0785,0.1012,3.5253,34.8234,2.6866
2025-02-26,Tencent Ads,Feed Ads,Campaign_005,AdGroup_045,Image & Text,Students,High Performer,29311,2184,236,9184.57,21802.28,0.0745,0.1081,4.2054,38.9177,2.3738
2025-02-27,Tencent Ads,Feed Ads,Campaign_005,AdGroup_073,Image & Text,Students,High Performer,34556,2798,286,10566.13,27002.8,0.081,0.1022,3.7763,36.9445,2.5556
2025-02-28,Tencent Ads,Feed Ads,Campaign_005,AdGroup_053,Image & Text,Students,High Performer,38211,3092,297,12910.18,24883.31,0.0809,0.0961,4.1753,43.4686,1.9274
2025-03-01,Tencent Ads,Feed Ads,Campaign_005,AdGroup_011,Image & Text,Students,High Performer,47555,3850,409,16091.89,39428.83,0.081,0.1062,4.1797,39.3445,2.4502
2025-03-02,Tencent Ads,Feed Ads,Campaign_005,AdGroup_015,Image & Text,Students,High Performer,35087,2346,226,8224.07,21801.47,0.0669,0.0963,3.5056,36.3897,2.6509
2025-03-03,Tencent Ads,Feed Ads,Campaign_005,AdGroup_056,Image & Text,Students,High Performer,50484,3358,372,13770.7,36021.69,0.0665,0.1108,4.1009,37.018,2.6158
2025-03-04,Tencent Ads,Feed Ads,Campaign_005,AdGroup_036,Image & Text,Students,High Performer,32362,2425,215,8429.86,20381.57,0.0749,0.0887,3.4762,39.2087,2.4178
2025-03-05,Tencent Ads,Feed Ads,Campaign_005,AdGroup_064,Image & Text,Students,High Performer,31779,2405,202,8746.66,19097.97,0.0757,0.084,3.6369,43.3003,2.1835
2025-03-06,Tencent Ads,Feed Ads,Campaign_005,AdGroup_010,Image & Text,Students,High Performer,31741,2488,256,9904.08,21793.58,0.0784,0.1029,3.9807,38.6878,2.2005
2025-03-07,Tencent Ads,Feed Ads,Campaign_005,AdGroup_017,Image & Text,Students,High Performer,33456,2434,211,9703.08,18320.53,0.0728,0.0867,3.9865,45.9862,1.8881
2025-03-08,Tencent Ads,Feed Ads,Campaign_005,AdGroup_089,Image & Text,Students,High Performer,41890,2968,306,10973.42,26966.83,0.0709,0.1031,3.6972,35.8608,2.4575
2025-03-09,Tencent Ads,Feed Ads,Campaign_005,AdGroup_063,Image & Text,Students,High Performer,38374,2838,289,11680.86,27544.86,0.074,0.1018,4.1159,40.4182,2.3581
2025-03-10,Tencent Ads,Feed Ads,Campaign_005,AdGroup_073,Image & Text,Students,High Performer,37462,2895,318,10052.19,28752.95,0.0773,0.1098,3.4723,31.6107,2.8604
2025-03-11,Tencent Ads,Feed Ads,Campaign_005,AdGroup_018,Image & Text,Students,High Performer,27662,2006,193,8360.22,17001.8,0.0725,0.0962,4.1676,43.3172,2.0337
2025-03-12,Tencent Ads,Feed Ads,Campaign_005,AdGroup_006,Image & Text,Students,High Performer,39378,2804,273,11840.23,26128.81,0.0712,0.0974,4.2226,43.3708,2.2068
2025-03-13,Tencent Ads,Feed Ads,Campaign_005,AdGroup_039,Image & Text,Students,High Performer,30043,2218,220,8590.0,20278.81,0.0738,0.0992,3.8729,39.0455,2.3607
2025-03-14,Tencent Ads,Feed Ads,Campaign_005,AdGroup_003,Image & Text,Students,High Performer,36732,2528,218,10570.92,18587.89,0.0688,0.0862,4.1815,48.4905,1.7584
2025-03-15,Tencent Ads,Feed Ads,Campaign_005,AdGroup_072,Image & Text,Students,High Performer,40424,2714,289,10043.01,27815.31,0.0671,0.1065,3.7004,34.7509,2.7696
2025-03-16,Tencent Ads,Feed Ads,Campaign_005,AdGroup_093,Image & Text,Students,High Performer,52898,3616,397,15240.53,34835.71,0.0684,0.1098,4.2147,38.3892,2.2857
2025-03-17,Tencent Ads,Feed Ads,Campaign_005,AdGroup_084,Image & Text,Students,High Performer,31165,2425,212,9767.19,18244.98,0.0778,0.0874,4.0277,46.0717,1.868
2025-03-18,Tencent Ads,Feed Ads,Campaign_005,AdGroup_054,Image & Text,Students,High Performer,29084,1860,200,7679.98,18385.07,0.064,0.1075,4.129,38.3999,2.3939
2025-03-19,Tencent Ads,Feed Ads,Campaign_005,AdGroup_091,Image & Text,Students,High Performer,28736,1970,194,7146.3,16901.26,0.0686,0.0985,3.6276,36.8366,2.365
2025-03-20,Tencent Ads,Feed Ads,Campaign_005,AdGroup_002,Image & Text,Students,High Performer,30441,2429,233,9359.27,21866.13,0.0798,0.0959,3.8531,40.1685,2.3363
2025-03-21,Tencent Ads,Feed Ads,Campaign_005,AdGroup_094,Image & Text,Students,High Performer,29863,2305,224,9344.9,21585.25,0.0772,0.0972,4.0542,41.7183,2.3098
2025-03-22,Tencent Ads,Feed Ads,Campaign_005,AdGroup_052,Image & Text,Students,High Performer,64245,4963,416,19879.71,35838.87,0.0773,0.0838,4.0056,47.7878,1.8028
2025-03-23,Tencent Ads,Feed Ads,Campaign_005,AdGroup_052,Image & Text,Students,High Performer,36099,2629,255,9205.08,21263.44,0.0728,0.097,3.5014,36.0984,2.31
2025-03-24,Tencent Ads,Feed Ads,Campaign_005,AdGroup_008,Image & Text,Students,High Performer,42188,2856,263,11003.07,24730.05,0.0677,0.0921,3.8526,41.8368,2.2476
2025-03-25,Tencent Ads,Feed Ads,Campaign_005,AdGroup_011,Image & Text,Students,High Performer,43345,2984,261,11279.4,24647.58,0.0688,0.0875,3.78,43.2161,2.1852
2025-03-26,Tencent Ads,Feed Ads,Campaign_005,AdGroup_086,Image & Text,Students,High Performer,57855,3912,386,16364.09,36639.03,0.0676,0.0987,4.183,42.394,2.239
2025-03-27,Tencent Ads,Feed Ads,Campaign_005,AdGroup_099,Image & Text,Students,High Performer,44517,2898,240,12049.86,21707.17,0.0651,0.0828,4.158,50.2078,1.8014
2025-03-28,Tencent Ads,Feed Ads,Campaign_005,AdGroup_006,Image & Text,Students,High Performer,23605,1646,149,5751.07,13717.85,0.0697,0.0905,3.494,38.5978,2.3853
2025-03-29,Tencent Ads,Feed Ads,Campaign_005,AdGroup_068,Image & Text,Students,High Performer,32872,2491,228,10402.32,22010.11,0.0758,0.0915,4.176,45.6242,2.1159
2025-03-30,Tencent Ads,Feed Ads,Campaign_005,AdGroup_060,Image & Text,Students,High Performer,45882,3206,307,12927.32,27848.01,0.0699,0.0958,4.0322,42.1085,2.1542
2025-03-31,Tencent Ads,Feed Ads,Campaign_005,AdGroup_001,Image & Text,Students,High Performer,33734,2739,250,10261.19,21005.17,0.0812,0.0913,3.7463,41.0448,2.0471
2025-01-01,Kwai Ads,Search Ads,Campaign_006,AdGroup_056,Short Video,Female 18-24,High Performer,40849,3789,534,16081.79,45558.9,0.0928,0.1409,4.2443,30.1157,2.8329
2025-01-02,Kwai Ads,Search Ads,Campaign_006,AdGroup_024,Short Video,Female 18-24,High Performer,37888,3252,416,16278.98,37182.67,0.0858,0.1279,5.0058,39.1322,2.2841
2025-01-03,Kwai Ads,Search Ads,Campaign_006,AdGroup_058,Short Video,Female 18-24,High Performer,63218,5625,865,25986.09,83024.85,0.089,0.1538,4.6197,30.0417,3.195
2025-01-04,Kwai Ads,Search Ads,Campaign_006,AdGroup_047,Short Video,Female 18-24,High Performer,37024,3436,533,15480.77,50855.78,0.0928,0.1551,4.5055,29.0446,3.2851
2025-01-05,Kwai Ads,Search Ads,Campaign_006,AdGroup_089,Short Video,Female 18-24,High Performer,51300,4714,757,20546.02,70329.68,0.0919,0.1606,4.3585,27.1414,3.423
2025-01-06,Kwai Ads,Search Ads,Campaign_006,AdGroup_085,Short Video,Female 18-24,High Performer,35465,3140,508,14586.5,48457.04,0.0885,0.1618,4.6454,28.7136,3.322
2025-01-07,Kwai Ads,Search Ads,Campaign_006,AdGroup_021,Short Video,Female 18-24,High Performer,39846,3173,452,13785.8,41374.22,0.0796,0.1425,4.3447,30.4996,3.0012
2025-01-08,Kwai Ads,Search Ads,Campaign_006,AdGroup_087,Short Video,Female 18-24,High Performer,57734,4942,683,21741.49,57092.43,0.0856,0.1382,4.3993,31.8323,2.626
2025-01-09,Kwai Ads,Search Ads,Campaign_006,AdGroup_089,Short Video,Female 18-24,High Performer,43101,3895,568,18298.93,54469.11,0.0904,0.1458,4.6981,32.2164,2.9766
2025-01-10,Kwai Ads,Search Ads,Campaign_006,AdGroup_053,Short Video,Female 18-24,High Performer,39553,3672,459,15786.66,43232.55,0.0928,0.125,4.2992,34.3936,2.7385
2025-01-11,Kwai Ads,Search Ads,Campaign_006,AdGroup_060,Short Video,Female 18-24,High Performer,31425,2941,384,12100.62,35142.94,0.0936,0.1306,4.1145,31.512,2.9042
2025-01-12,Kwai Ads,Search Ads,Campaign_006,AdGroup_072,Short Video,Female 18-24,High Performer,39661,3422,542,14607.32,51778.19,0.0863,0.1584,4.2686,26.9508,3.5447
