date,platform,channel,campaign_name,ad_group,creative_type,target_audience,region,device,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-01-14,腾讯广告,短视频,广告计划_030,广告组_090,直播切片,老客,华北,iOS,1435,55,7,438.99,486.27,0.0383,0.1273,7.98,62.71,1.11
2025-03-16,腾讯广告,搜索,广告计划_004,广告组_056,图文,老客,西南,Android,3063,188,12,1762.3,1421.47,0.0614,0.0638,9.37,146.86,0.81
2025-03-14,腾讯广告,开屏,广告计划_011,广告组_030,图文,女性18-24,华南,iOS,1633,90,13,580.0,1344.24,0.0551,0.1444,6.44,44.62,2.32
2025-02-16,磁力引擎,搜索,广告计划_024,广告组_070,短视频,男性25-34,华东,iOS,2820,242,39,1861.42,2070.22,0.0858,0.1612,7.69,47.73,1.11
2025-01-24,磁力引擎,短视频,广告计划_038,广告组_086,直播切片,一线城市白领,西南,iOS,1855,123,15,766.05,379.94,0.0663,0.122,6.23,51.07,0.5
2025-03-17,腾讯广告,短视频,广告计划_048,广告组_091,图文,男性25-34,华北,iOS,3364,181,10,1249.93,589.85,0.0538,0.0552,6.91,124.99,0.47
2025-03-31,磁力引擎,短视频,广告计划_028,广告组_033,短视频,男性25-34,华北,Android,3428,183,26,1258.16,925.6,0.0534,0.1421,6.88,48.39,0.74
2025-02-11,巨量引擎,搜索,广告计划_005,广告组_048,直播切片,新客,华东,Android,2840,193,6,1187.21,685.16,0.068,0.0311,6.15,197.87,0.58
2025-01-22,腾讯广告,搜索,广告计划_035,广告组_047,直播切片,一线城市白领,华中,Android,1049,68,14,738.5,1091.16,0.0648,0.2059,10.86,52.75,1.48
2025-02-12,腾讯广告,开屏,广告计划_049,广告组_063,图文,新客,西南,Android,2165,138,8,562.23,492.94,0.0637,0.058,4.07,70.28,0.88
2025-03-18,磁力引擎,短视频,广告计划_029,广告组_006,图文,新客,华北,Android,2606,128,10,131.78,497.39,0.0491,0.0781,1.03,13.18,3.77
2025-03-20,磁力引擎,搜索,广告计划_003,广告组_096,短视频,男性25-34,华南,Android,3789,143,16,995.87,635.0,0.0377,0.1119,6.96,62.24,0.64
2025-01-17,磁力引擎,信息流,广告计划_030,广告组_062,图文,学生党,华北,iOS,3813,280,35,2067.83,3174.45,0.0734,0.125,7.39,59.08,1.54
2025-01-05,磁力引擎,开屏,广告计划_044,广告组_032,图文,女性18-24,华中,iOS,2452,123,13,617.46,1173.35,0.0502,0.1057,5.02,47.5,1.9
2025-01-14,腾讯广告,信息流,广告计划_048,广告组_063,图文,学生党,华北,iOS,3594,228,16,290.76,945.99,0.0634,0.0702,1.28,18.17,3.25
2025-03-17,磁力引擎,搜索,广告计划_018,广告组_045,直播切片,学生党,华东,Android,1213,105,6,279.51,226.51,0.0866,0.0571,2.66,46.58,0.81
2025-03-03,腾讯广告,搜索,广告计划_046,广告组_065,短视频,女性18-24,华北,iOS,1983,225,5,1214.01,164.0,0.1135,0.0222,5.4,242.8,0.14
2025-03-27,巨量引擎,搜索,广告计划_006,广告组_046,直播切片,男性25-34,华中,Android,2762,112,10,1103.75,842.67,0.0406,0.0893,9.85,110.38,0.76
2025-03-29,巨量引擎,开屏,广告计划_023,广告组_046,短视频,一线城市白领,西南,iOS,5441,349,71,2153.58,5436.72,0.0641,0.2034,6.17,30.33,2.52
2025-03-01,巨量引擎,短视频,广告计划_027,广告组_054,短视频,男性25-34,华中,iOS,4422,126,7,141.69,581.67,0.0285,0.0556,1.12,20.24,4.11
2025-03-13,磁力引擎,短视频,广告计划_048,广告组_031,图文,一线城市白领,华南,Android,752,22,2,133.65,78.32,0.0293,0.0909,6.08,66.82,0.59
2025-02-19,腾讯广告,开屏,广告计划_021,广告组_016,直播切片,新客,华北,Android,817,33,4,270.51,100.81,0.0404,0.1212,8.2,67.63,0.37
2025-03-31,腾讯广告,信息流,广告计划_027,广告组_025,图文,老客,华南,Android,914,59,7,214.87,671.45,0.0646,0.1186,3.64,30.7,3.12
2025-01-24,巨量引擎,短视频,广告计划_024,广告组_051,短视频,新客,西南,iOS,6015,386,28,3302.14,1106.95,0.0642,0.0725,8.55,117.93,0.34
2025-03-19,腾讯广告,信息流,广告计划_042,广告组_091,直播切片,老客,华东,iOS,3419,138,4,444.61,137.51,0.0404,0.029,3.22,111.15,0.31
2025-02-24,磁力引擎,开屏,广告计划_038,广告组_063,直播切片,女性18-24,西南,Android,2763,83,3,390.66,125.96,0.03,0.0361,4.71,130.22,0.32
2025-03-12,腾讯广告,开屏,广告计划_048,广告组_026,直播切片,一线城市白领,西南,Android,2056,90,10,624.96,712.6,0.0438,0.1111,6.94,62.5,1.14
2025-01-11,磁力引擎,开屏,广告计划_032,广告组_081,图文,新客,华北,iOS,1123,40,0,179.29,0.0,0.0356,0.0,4.48,0.0,0.0
2025-01-07,腾讯广告,搜索,广告计划_049,广告组_045,短视频,一线城市白领,华南,iOS,4394,246,15,489.89,792.92,0.056,0.061,1.99,32.66,1.62
2025-03-14,磁力引擎,信息流,广告计划_001,广告组_016,短视频,女性18-24,华南,iOS,1784,93,7,557.07,171.72,0.0521,0.0753,5.99,79.58,0.31
2025-01-18,腾讯广告,短视频,广告计划_032,广告组_050,短视频,一线城市白领,华东,iOS,4390,250,25,1844.08,2463.31,0.0569,0.1,7.38,73.76,1.34
2025-01-27,巨量引擎,信息流,广告计划_030,广告组_088,直播切片,一线城市白领,华中,iOS,5831,314,69,1359.87,5984.55,0.0539,0.2197,4.33,19.71,4.4
2025-03-25,巨量引擎,短视频,广告计划_001,广告组_054,直播切片,女性18-24,华南,Android,3864,168,14,614.3,373.69,0.0435,0.0833,3.66,43.88,0.61
2025-01-20,巨量引擎,搜索,广告计划_027,广告组_061,图文,男性25-34,华南,Android,1881,142,17,564.03,2029.81,0.0755,0.1197,3.97,33.18,3.6
2025-01-27,磁力引擎,短视频,广告计划_040,广告组_094,短视频,男性25-34,华北,Android,3381,217,12,1109.0,629.75,0.0642,0.0553,5.11,92.42,0.57
2025-02-07,巨量引擎,短视频,广告计划_046,广告组_005,图文,新客,华北,iOS,4309,248,25,1678.76,2071.66,0.0576,0.1008,6.77,67.15,1.23
2025-01-28,磁力引擎,搜索,广告计划_049,广告组_017,短视频,老客,华东,iOS,3741,246,43,1724.56,4135.47,0.0658,0.1748,7.01,40.11,2.4
2025-02-09,磁力引擎,搜索,广告计划_014,广告组_096,直播切片,男性25-34,华北,Android,1858,63,3,189.49,302.31,0.0339,0.0476,3.01,63.16,1.6
2025-02-11,巨量引擎,搜索,广告计划_036,广告组_066,短视频,男性25-34,华东,iOS,5367,350,26,755.25,3142.45,0.0652,0.0743,2.16,29.05,4.16
2025-03-30,巨量引擎,信息流,广告计划_044,广告组_091,图文,一线城市白领,华东,Android,1883,85,7,464.09,553.6,0.0451,0.0824,5.46,66.3,1.19
2025-03-16,腾讯广告,开屏,广告计划_013,广告组_084,图文,学生党,华东,Android,3112,199,5,738.81,226.94,0.0639,0.0251,3.71,147.76,0.31
2025-03-27,巨量引擎,信息流,广告计划_030,广告组_063,图文,学生党,华南,iOS,5343,241,14,1041.01,804.43,0.0451,0.0581,4.32,74.36,0.77
2025-03-19,巨量引擎,搜索,广告计划_026,广告组_030,直播切片,男性25-34,华中,Android,3450,250,22,2088.62,700.0,0.0725,0.088,8.35,94.94,0.34
2025-02-20,磁力引擎,短视频,广告计划_042,广告组_032,短视频,老客,西南,iOS,2705,100,4,741.77,539.16,0.037,0.04,7.42,185.44,0.73
2025-01-21,腾讯广告,短视频,广告计划_001,广告组_025,直播切片,一线城市白领,华北,Android,2483,258,22,2129.65,1822.35,0.1039,0.0853,8.25,96.8,0.86
2025-01-26,磁力引擎,开屏,广告计划_002,广告组_029,直播切片,新客,华南,Android,2611,49,2,64.1,98.4,0.0188,0.0408,1.31,32.05,1.54
2025-03-04,腾讯广告,搜索,广告计划_043,广告组_026,短视频,学生党,华南,iOS,3775,322,49,615.4,3700.94,0.0853,0.1522,1.91,12.56,6.01
2025-01-20,磁力引擎,短视频,广告计划_045,广告组_043,直播切片,女性18-24,华南,Android,2907,82,13,228.39,326.43,0.0282,0.1585,2.79,17.57,1.43
2025-02-23,腾讯广告,信息流,广告计划_047,广告组_032,直播切片,学生党,华北,iOS,2682,69,12,655.69,300.45,0.0257,0.1739,9.5,54.64,0.46
2025-01-07,腾讯广告,开屏,广告计划_030,广告组_009,直播切片,男性25-34,西南,iOS,4590,292,53,1896.53,4931.4,0.0636,0.1815,6.49,35.78,2.6
2025-01-17,磁力引擎,开屏,广告计划_035,广告组_078,短视频,老客,华北,Android,1546,103,20,217.32,553.38,0.0666,0.1942,2.11,10.87,2.55
2025-01-10,磁力引擎,短视频,广告计划_033,广告组_065,图文,学生党,西南,iOS,1277,62,5,186.29,396.76,0.0486,0.0806,3.0,37.26,2.13
2025-01-22,巨量引擎,信息流,广告计划_029,广告组_064,短视频,新客,华北,Android,2174,129,21,610.62,1402.8,0.0593,0.1628,4.73,29.08,2.3
2025-02-22,腾讯广告,信息流,广告计划_023,广告组_057,图文,男性25-34,华东,Android,1695,129,10,1004.7,858.88,0.0761,0.0775,7.79,100.47,0.85
2025-02-22,腾讯广告,搜索,广告计划_007,广告组_073,直播切片,老客,华南,Android,3274,108,18,513.98,2451.47,0.033,0.1667,4.76,28.55,4.77
2025-03-25,腾讯广告,短视频,广告计划_037,广告组_040,直播切片,一线城市白领,华东,iOS,4255,381,79,550.43,2937.36,0.0895,0.2073,1.44,6.97,5.34
2025-03-13,腾讯广告,短视频,广告计划_030,广告组_062,图文,学生党,华北,Android,4222,411,59,1072.75,5429.45,0.0973,0.1436,2.61,18.18,5.06
2025-02-22,腾讯广告,信息流,广告计划_022,广告组_081,直播切片,老客,西南,Android,2193,160,30,1496.46,2524.98,0.073,0.1875,9.35,49.88,1.69
2025-02-13,巨量引擎,信息流,广告计划_039,广告组_045,直播切片,一线城市白领,华东,Android,2743,104,3,599.33,194.16,0.0379,0.0288,5.76,199.78,0.32
2025-02-21,磁力引擎,开屏,广告计划_037,广告组_090,直播切片,老客,华南,iOS,1813,48,7,187.68,536.97,0.0265,0.1458,3.91,26.81,2.86
2025-03-25,磁力引擎,短视频,广告计划_008,广告组_075,直播切片,老客,华中,iOS,2472,173,14,819.1,1050.01,0.07,0.0809,4.73,58.51,1.28
2025-02-06,巨量引擎,搜索,广告计划_025,广告组_014,直播切片,男性25-34,华东,Android,5848,518,39,4346.21,1628.06,0.0886,0.0753,8.39,111.44,0.37
2025-03-13,腾讯广告,搜索,广告计划_035,广告组_006,短视频,新客,西南,Android,4462,471,27,811.52,2085.12,0.1056,0.0573,1.72,30.06,2.57
2025-02-26,巨量引擎,信息流,广告计划_041,广告组_092,直播切片,老客,华东,iOS,4165,314,21,1402.64,2692.45,0.0754,0.0669,4.47,66.79,1.92
2025-01-28,磁力引擎,信息流,广告计划_026,广告组_062,图文,老客,华东,Android,2677,66,1,472.15,108.07,0.0247,0.0152,7.15,472.15,0.23
2025-02-24,巨量引擎,开屏,广告计划_015,广告组_038,图文,新客,华南,Android,6341,128,3,592.61,349.24,0.0202,0.0234,4.63,197.54,0.59
2025-02-02,磁力引擎,搜索,广告计划_001,广告组_059,短视频,女性18-24,华中,Android,3636,161,9,1050.63,656.12,0.0443,0.0559,6.53,116.74,0.62
2025-03-23,巨量引擎,信息流,广告计划_019,广告组_025,短视频,男性25-34,华北,Android,5192,383,10,2294.53,909.88,0.0738,0.0261,5.99,229.45,0.4
2025-03-17,腾讯广告,开屏,广告计划_026,广告组_058,短视频,新客,华北,Android,2602,126,10,706.13,694.65,0.0484,0.0794,5.6,70.61,0.98
2025-01-26,磁力引擎,搜索,广告计划_038,广告组_096,图文,男性25-34,华北,iOS,3233,131,18,906.13,1043.85,0.0405,0.1374,6.92,50.34,1.15
2025-02-13,腾讯广告,开屏,广告计划_048,广告组_031,直播切片,学生党,西南,Android,990,64,5,99.37,466.85,0.0646,0.0781,1.55,19.87,4.7
2025-03-26,巨量引擎,短视频,广告计划_004,广告组_021,直播切片,一线城市白领,华中,iOS,3781,173,16,1329.57,506.26,0.0458,0.0925,7.69,83.1,0.38
2025-02-12,巨量引擎,信息流,广告计划_027,广告组_017,图文,一线城市白领,华南,Android,4704,67,4,76.06,157.16,0.0142,0.0597,1.14,19.02,2.07
2025-02-10,腾讯广告,开屏,广告计划_034,广告组_007,直播切片,新客,华东,Android,1698,44,2,291.37,114.37,0.0259,0.0455,6.62,145.68,0.39
2025-02-09,巨量引擎,信息流,广告计划_039,广告组_060,短视频,男性25-34,华东,Android,3008,104,14,276.07,782.38,0.0346,0.1346,2.65,19.72,2.83
2025-01-02,巨量引擎,信息流,广告计划_029,广告组_027,图文,一线城市白领,华东,iOS,1916,45,5,337.09,202.67,0.0235,0.1111,7.49,67.42,0.6
2025-03-08,磁力引擎,短视频,广告计划_041,广告组_040,短视频,男性25-34,华中,iOS,1950,17,2,108.8,74.53,0.0087,0.1176,6.4,54.4,0.69
2025-03-05,腾讯广告,搜索,广告计划_036,广告组_078,短视频,一线城市白领,华南,iOS,4532,470,113,1602.63,13519.67,0.1037,0.2404,3.41,14.18,8.44
2025-02-05,巨量引擎,搜索,广告计划_037,广告组_049,图文,一线城市白领,西南,Android,6485,259,20,891.63,2833.44,0.0399,0.0772,3.44,44.58,3.18
2025-03-05,巨量引擎,搜索,广告计划_023,广告组_038,图文,新客,华南,iOS,3526,327,33,1529.99,1275.66,0.0927,0.1009,4.68,46.36,0.83
2025-01-17,磁力引擎,短视频,广告计划_041,广告组_009,直播切片,学生党,华南,Android,4195,174,18,1276.21,312.98,0.0415,0.1034,7.33,70.9,0.25
2025-01-14,巨量引擎,信息流,广告计划_048,广告组_002,图文,女性18-24,西南,Android,5913,394,35,2357.85,3777.3,0.0666,0.0888,5.98,67.37,1.6
2025-03-15,腾讯广告,搜索,广告计划_012,广告组_041,直播切片,一线城市白领,华北,iOS,2992,205,28,2668.19,3127.49,0.0685,0.1366,13.02,95.29,1.17
2025-03-14,腾讯广告,信息流,广告计划_016,广告组_072,直播切片,学生党,华南,iOS,3768,298,26,2138.59,1300.73,0.0791,0.0872,7.18,82.25,0.61
2025-03-11,磁力引擎,开屏,广告计划_028,广告组_005,直播切片,男性25-34,华中,Android,3315,88,2,603.83,38.95,0.0265,0.0227,6.86,301.92,0.06
2025-03-22,腾讯广告,搜索,广告计划_005,广告组_026,直播切片,一线城市白领,西南,Android,3831,205,25,2368.35,742.8,0.0535,0.122,11.55,94.73,0.31
2025-02-09,巨量引擎,搜索,广告计划_035,广告组_060,直播切片,一线城市白领,华中,iOS,2181,210,45,1992.94,2894.01,0.0963,0.2143,9.49,44.29,1.45
2025-02-06,腾讯广告,搜索,广告计划_027,广告组_031,图文,一线城市白领,华东,iOS,1766,131,16,534.7,1584.87,0.0742,0.1221,4.08,33.42,2.96
2025-01-21,磁力引擎,搜索,广告计划_012,广告组_050,直播切片,一线城市白领,华中,iOS,3252,163,22,500.42,966.45,0.0501,0.135,3.07,22.75,1.93
2025-02-18,巨量引擎,搜索,广告计划_020,广告组_072,图文,男性25-34,华东,Android,1508,126,6,1018.82,591.1,0.0836,0.0476,8.09,169.8,0.58
2025-01-11,磁力引擎,短视频,广告计划_005,广告组_061,图文,老客,华南,iOS,3694,253,44,871.47,2336.37,0.0685,0.1739,3.44,19.81,2.68
2025-03-07,腾讯广告,信息流,广告计划_029,广告组_064,短视频,男性25-34,华中,Android,1980,139,7,1041.17,498.07,0.0702,0.0504,7.49,148.74,0.48
2025-01-10,磁力引擎,搜索,广告计划_049,广告组_005,直播切片,学生党,西南,iOS,886,56,6,60.26,416.05,0.0632,0.1071,1.08,10.04,6.9
2025-01-30,巨量引擎,搜索,广告计划_018,广告组_005,直播切片,男性25-34,华北,Android,5233,512,104,4632.06,4623.4,0.0978,0.2031,9.05,44.54,1.0
2025-02-15,磁力引擎,搜索,广告计划_027,广告组_002,图文,学生党,华东,iOS,1797,135,11,142.48,538.95,0.0751,0.0815,1.06,12.95,3.78
2025-02-18,腾讯广告,开屏,广告计划_018,广告组_098,直播切片,男性25-34,华东,iOS,2537,159,16,1213.69,793.74,0.0627,0.1006,7.63,75.86,0.65
2025-03-18,腾讯广告,搜索,广告计划_005,广告组_025,短视频,女性18-24,华北,Android,4049,442,61,5152.2,6368.46,0.1092,0.138,11.66,84.46,1.24
2025-02-21,腾讯广告,开屏,广告计划_045,广告组_096,短视频,女性18-24,华北,iOS,3167,193,40,1696.68,1897.04,0.0609,0.2073,8.79,42.42,1.12
2025-02-09,腾讯广告,搜索,广告计划_029,广告组_093,短视频,女性18-24,华南,Android,2374,115,14,811.36,1413.68,0.0484,0.1217,7.06,57.95,1.74
2025-02-08,腾讯广告,搜索,广告计划_046,广告组_015,短视频,老客,华中,iOS,2118,163,21,1950.02,2621.56,0.077,0.1288,11.96,92.86,1.34
2025-03-08,腾讯广告,信息流,广告计划_031,广告组_032,图文,新客,华北,Android,2834,79,10,121.41,508.17,0.0279,0.1266,1.54,12.14,4.19
2025-01-30,磁力引擎,短视频,广告计划_019,广告组_095,图文,女性18-24,华中,Android,2017,98,5,774.63,531.2,0.0486,0.051,7.9,154.93,0.69
2025-02-23,腾讯广告,信息流,广告计划_049,广告组_069,直播切片,女性18-24,华东,Android,3237,191,4,1802.24,420.63,0.059,0.0209,9.44,450.56,0.23
2025-01-02,磁力引擎,搜索,广告计划_038,广告组_029,直播切片,学生党,华南,iOS,3679,131,18,226.88,1701.72,0.0356,0.1374,1.73,12.6,7.5
2025-02-03,腾讯广告,短视频,广告计划_021,广告组_066,直播切片,新客,华南,Android,1458,140,18,796.2,434.66,0.096,0.1286,5.69,44.23,0.55
2025-02-24,巨量引擎,搜索,广告计划_013,广告组_089,直播切片,女性18-24,华北,Android,3104,231,19,881.84,746.18,0.0744,0.0823,3.82,46.41,0.85
2025-01-31,巨量引擎,搜索,广告计划_009,广告组_036,图文,女性18-24,西南,Android,1040,105,7,607.21,798.92,0.101,0.0667,5.78,86.74,1.32
2025-02-11,腾讯广告,信息流,广告计划_047,广告组_061,短视频,新客,华北,Android,4571,89,14,509.72,364.88,0.0195,0.1573,5.73,36.41,0.72
2025-03-09,磁力引擎,搜索,广告计划_041,广告组_026,短视频,老客,西南,iOS,2736,90,9,359.47,1060.89,0.0329,0.1,3.99,39.94,2.95
2025-01-22,腾讯广告,搜索,广告计划_043,广告组_068,短视频,新客,华中,iOS,2642,232,9,2528.33,753.01,0.0878,0.0388,10.9,280.93,0.3
2025-03-27,腾讯广告,搜索,广告计划_038,广告组_060,直播切片,学生党,西南,Android,3767,157,24,827.83,1904.05,0.0417,0.1529,5.27,34.49,2.3
2025-02-02,腾讯广告,开屏,广告计划_002,广告组_027,直播切片,老客,华南,Android,4631,359,86,2184.32,7542.31,0.0775,0.2396,6.08,25.4,3.45
2025-03-29,磁力引擎,短视频,广告计划_049,广告组_089,直播切片,女性18-24,华中,Android,2170,80,8,104.79,555.66,0.0369,0.1,1.31,13.1,5.3
2025-01-24,腾讯广告,信息流,广告计划_012,广告组_093,直播切片,老客,华东,iOS,3447,84,15,162.22,1020.92,0.0244,0.1786,1.93,10.81,6.29
2025-03-15,腾讯广告,信息流,广告计划_033,广告组_097,直播切片,老客,华南,iOS,1824,166,13,1018.1,512.9,0.091,0.0783,6.13,78.32,0.5
2025-03-31,巨量引擎,开屏,广告计划_047,广告组_013,图文,女性18-24,华南,Android,6141,385,24,2903.08,1455.6,0.0627,0.0623,7.54,120.96,0.5
2025-03-06,腾讯广告,短视频,广告计划_035,广告组_079,短视频,女性18-24,华北,iOS,3346,115,12,644.86,1483.0,0.0344,0.1043,5.61,53.74,2.3
2025-01-22,腾讯广告,搜索,广告计划_015,广告组_045,图文,女性18-24,华东,iOS,3823,403,53,811.86,6257.18,0.1054,0.1315,2.01,15.32,7.71
2025-02-21,巨量引擎,信息流,广告计划_028,广告组_061,图文,老客,西南,iOS,1487,60,8,319.15,852.27,0.0403,0.1333,5.32,39.89,2.67
2025-01-25,腾讯广告,短视频,广告计划_038,广告组_097,直播切片,新客,华北,Android,4622,217,12,936.82,733.44,0.0469,0.0553,4.32,78.07,0.78
2025-03-11,腾讯广告,短视频,广告计划_042,广告组_018,短视频,新客,华中,Android,4566,381,59,3601.89,3108.17,0.0834,0.1549,9.45,61.05,0.86
2025-01-12,巨量引擎,搜索,广告计划_012,广告组_070,直播切片,女性18-24,华东,Android,5601,420,42,1974.68,5680.46,0.075,0.1,4.7,47.02,2.88
2025-02-22,磁力引擎,短视频,广告计划_029,广告组_050,短视频,女性18-24,华南,Android,2091,184,19,1216.75,907.87,0.088,0.1033,6.61,64.04,0.75
2025-01-07,磁力引擎,搜索,广告计划_024,广告组_070,图文,新客,西南,iOS,2883,230,3,2001.17,191.47,0.0798,0.013,8.7,667.06,0.1
2025-02-26,巨量引擎,短视频,广告计划_014,广告组_010,短视频,男性25-34,华南,Android,2977,130,8,1106.87,1020.27,0.0437,0.0615,8.51,138.36,0.92
2025-02-20,巨量引擎,搜索,广告计划_003,广告组_014,图文,一线城市白领,华北,Android,4439,195,12,2605.51,404.61,0.0439,0.0615,13.36,217.13,0.16
2025-03-02,巨量引擎,开屏,广告计划_014,广告组_090,图文,一线城市白领,华东,iOS,4915,117,4,794.21,586.04,0.0238,0.0342,6.79,198.55,0.74
2025-02-21,腾讯广告,信息流,广告计划_037,广告组_011,直播切片,女性18-24,华中,Android,4737,418,66,3127.76,6603.91,0.0882,0.1579,7.48,47.39,2.11
2025-03-22,巨量引擎,开屏,广告计划_015,广告组_013,图文,女性18-24,华南,iOS,2805,173,17,258.57,1986.07,0.0617,0.0983,1.49,15.21,7.68
2025-01-08,磁力引擎,信息流,广告计划_028,广告组_023,短视频,男性25-34,华南,Android,1026,67,1,335.0,18.01,0.0653,0.0149,5.0,335.0,0.05
2025-01-19,磁力引擎,短视频,广告计划_019,广告组_097,短视频,女性18-24,华北,iOS,3309,158,29,311.51,2166.52,0.0477,0.1835,1.97,10.74,6.95
2025-01-01,磁力引擎,短视频,广告计划_011,广告组_074,短视频,一线城市白领,华中,iOS,1705,154,10,1136.99,1061.35,0.0903,0.0649,7.38,113.7,0.93
2025-02-15,巨量引擎,信息流,广告计划_034,广告组_055,直播切片,新客,西南,Android,3770,90,10,455.75,224.69,0.0239,0.1111,5.06,45.58,0.49
2025-01-11,巨量引擎,开屏,广告计划_012,广告组_050,直播切片,男性25-34,华东,iOS,1194,24,1,69.16,71.95,0.0201,0.0417,2.88,69.16,1.04
2025-01-01,腾讯广告,开屏,广告计划_017,广告组_079,直播切片,新客,华东,Android,4026,305,45,867.12,969.24,0.0758,0.1475,2.84,19.27,1.12
2025-03-26,腾讯广告,搜索,广告计划_047,广告组_049,直播切片,学生党,西南,iOS,2861,92,9,1001.35,310.0,0.0322,0.0978,10.88,111.26,0.31
2025-01-18,腾讯广告,短视频,广告计划_041,广告组_063,图文,新客,华中,Android,3653,175,11,694.17,315.29,0.0479,0.0629,3.97,63.11,0.45
2025-03-11,磁力引擎,短视频,广告计划_005,广告组_056,短视频,男性25-34,华南,iOS,2975,65,3,369.48,136.18,0.0218,0.0462,5.68,123.16,0.37
2025-02-14,巨量引擎,搜索,广告计划_050,广告组_068,直播切片,女性18-24,华南,iOS,6399,175,13,1076.14,351.71,0.0273,0.0743,6.15,82.78,0.33
2025-03-15,巨量引擎,短视频,广告计划_030,广告组_010,短视频,学生党,华北,iOS,1743,49,4,517.84,407.96,0.0281,0.0816,10.57,129.46,0.79
2025-01-09,磁力引擎,信息流,广告计划_002,广告组_022,直播切片,男性25-34,华南,Android,737,14,1,98.89,49.85,0.019,0.0714,7.06,98.89,0.5
2025-02-01,磁力引擎,信息流,广告计划_028,广告组_057,短视频,学生党,华东,Android,837,47,8,295.02,658.39,0.0562,0.1702,6.28,36.88,2.23
2025-01-13,腾讯广告,短视频,广告计划_032,广告组_098,图文,老客,华南,iOS,1182,46,6,471.36,587.2,0.0389,0.1304,10.25,78.56,1.25
2025-01-11,腾讯广告,开屏,广告计划_048,广告组_009,直播切片,女性18-24,华北,Android,3168,134,28,568.09,2749.14,0.0423,0.209,4.24,20.29,4.84
2025-01-22,磁力引擎,搜索,广告计划_001,广告组_024,短视频,一线城市白领,华南,iOS,2718,220,46,950.38,1053.61,0.0809,0.2091,4.32,20.66,1.11
2025-03-06,磁力引擎,信息流,广告计划_033,广告组_076,短视频,学生党,华南,iOS,3812,278,38,423.74,801.04,0.0729,0.1367,1.52,11.15,1.89
2025-03-29,腾讯广告,搜索,广告计划_008,广告组_021,图文,男性25-34,华中,iOS,3085,302,11,2192.35,789.58,0.0979,0.0364,7.26,199.3,0.36
2025-02-23,磁力引擎,开屏,广告计划_049,广告组_008,图文,女性18-24,华东,Android,1102,46,7,176.52,607.73,0.0417,0.1522,3.84,25.22,3.44
2025-03-03,磁力引擎,搜索,广告计划_015,广告组_077,直播切片,老客,华北,iOS,2784,86,9,522.84,320.48,0.0309,0.1047,6.08,58.09,0.61
2025-02-07,巨量引擎,信息流,广告计划_003,广告组_095,图文,学生党,华南,Android,1677,112,10,375.27,753.19,0.0668,0.0893,3.35,37.53,2.01
2025-01-22,腾讯广告,短视频,广告计划_036,广告组_030,直播切片,男性25-34,华南,iOS,2286,46,3,338.12,259.83,0.0201,0.0652,7.35,112.71,0.77
2025-03-06,腾讯广告,短视频,广告计划_042,广告组_051,图文,学生党,华南,Android,2513,232,21,2208.17,1069.0,0.0923,0.0905,9.52,105.15,0.48
2025-02-15,腾讯广告,搜索,广告计划_010,广告组_094,直播切片,一线城市白领,西南,Android,1041,30,1,181.34,44.93,0.0288,0.0333,6.04,181.34,0.25
2025-03-13,腾讯广告,信息流,广告计划_041,广告组_033,图文,老客,华东,Android,3286,256,51,857.4,1990.89,0.0779,0.1992,3.35,16.81,2.32
2025-01-13,腾讯广告,开屏,广告计划_033,广告组_041,直播切片,老客,华南,iOS,2443,72,3,490.26,354.72,0.0295,0.0417,6.81,163.42,0.72
2025-01-03,腾讯广告,信息流,广告计划_043,广告组_014,短视频,学生党,西南,Android,882,16,1,23.3,45.64,0.0181,0.0625,1.46,23.3,1.96
2025-02-12,磁力引擎,信息流,广告计划_014,广告组_060,短视频,新客,西南,iOS,2194,56,4,245.33,135.15,0.0255,0.0714,4.38,61.33,0.55
2025-03-04,巨量引擎,信息流,广告计划_017,广告组_037,图文,一线城市白领,华东,Android,1989,57,8,403.77,487.11,0.0287,0.1404,7.08,50.47,1.21
2025-02-02,腾讯广告,搜索,广告计划_008,广告组_063,直播切片,新客,华东,Android,2781,140,4,1063.99,203.55,0.0503,0.0286,7.6,266.0,0.19
2025-02-02,磁力引擎,信息流,广告计划_026,广告组_068,图文,老客,华北,Android,1510,61,3,109.85,125.9,0.0404,0.0492,1.8,36.62,1.15
2025-03-28,磁力引擎,短视频,广告计划_049,广告组_027,直播切片,男性25-34,华北,Android,3371,250,7,1975.37,455.29,0.0742,0.028,7.9,282.2,0.23
2025-03-03,腾讯广告,短视频,广告计划_001,广告组_057,直播切片,男性25-34,华中,Android,2626,67,6,121.77,640.8,0.0255,0.0896,1.82,20.29,5.26
2025-01-18,巨量引擎,开屏,广告计划_031,广告组_034,短视频,学生党,华东,Android,6071,368,29,1450.67,1615.14,0.0606,0.0788,3.94,50.02,1.11
2025-01-14,巨量引擎,信息流,广告计划_013,广告组_056,直播切片,新客,西南,iOS,2856,214,23,1598.82,2649.42,0.0749,0.1075,7.47,69.51,1.66
2025-03-08,磁力引擎,搜索,广告计划_009,广告组_069,直播切片,学生党,华南,Android,3914,81,5,119.67,259.9,0.0207,0.0617,1.48,23.93,2.17
